osID,title,ai_health_related,nlp_health_related,ai_disease_areas,nlp_disease_areas,agree_health,agree_areas,any_overlap,ai_only_areas,nlp_only_areas
SSRE-RASTENIA-YACHMEN-5-PLANTS-BARLEY-5,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Yachmen-5 (Plants-Barley-5))",False,False,,,True,True,False,,
SSRE-RASV,Recombinant Attenuated Salmonella Vaccine,True,False,,,False,True,False,,
SSRE-REACTION-SELF-TEST,Psychomotor Vigilance Self Test on the International Space Station,True,True,Mental health; Neurological diseases,Endocrine and metabolic diseases,True,False,False,Mental health; Neurological diseases,Endocrine and metabolic diseases
SSRE-READI-FP,REducing Arthritis Dependent Inflammation First Phase,True,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Musculoskeletal diseases,True,False,True,Endocrine and metabolic diseases,
SSRE-READY-PASTA-AX-3,Ready Pasta Heat &amp; Taste in Microgravity,False,False,,,True,True,False,,
SSRE-REAL-TIME-PROTEIN-CRYSTAL-GROWTH-2-RTPCG-2,Phase II Real-time Protein Crystal Growth on Board the International Space Station,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-REBR,ReEntry Breakup Recorder,False,False,,,True,True,False,,
SSRE-REBR-W,Reentry Breakup Recorder with Wireless Sensors,False,False,,,True,True,False,,
SSRE-RED-DATA2,Thermal Protection Material Flight Test and Reentry Data Collection,False,False,,,True,True,False,,
SSRE-RED-EYE,RED-EYE,True,False,Eye diseases,,False,False,False,Eye diseases,
SSRE-REDWIRE-REGOLITH-PRINT,Redwire Regolith Print (RRP),False,False,,,True,True,False,,
SSRE-REFABRICATOR,Refabricator,False,False,,,True,True,False,,
SSRE-REFLECTIVE-EYE-TEST-AX-1,Digital Tablet Eye Vision Test for Space Missions,True,False,Eye diseases,,False,False,False,Eye diseases,
SSRE-REGENERATSIA-1-PLANARIYA-REGENERATION-1-PLANARIANS,Studying the Impact of Various Spaceflight Factors on the Process of Regeneration in Terms of Morphological and Electro-Physiological Indicators (Regeneratsiya-1-Planariya (Regeneration-1-Planarians)),True,False,Cancer; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Neurological diseases; Rare inherited disorders,
SSRE-REGENERATSIA-1-ULITKA-REGENERATION-1-SNAIL,Studying the Impact of Various Spaceflight Factors on the Process of Regeneration in Terms of Morphological and Electro-Physiological Indicators (Regeneratsiya-1-Ulitka (Regeneration-1-Snail)),True,False,Musculoskeletal diseases; Neurological diseases,,False,False,False,Musculoskeletal diseases; Neurological diseases,
SSRE-REGENERATSIA-PLANARIA-REGENERATION-GIRARDIA,Studying the Impact of Various Spaceflight Factors on the Process of Regeneration in Terms of Morphological and Electro-Physiological Indicators (Regeneratsia-Planariya (Regeneration-Girardia)),True,False,Cancer; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Neurological diseases; Rare inherited disorders,
SSRE-REGENERATSIA-ULITKA-REGENERATION-HELIX,Studying the Impact of Various Spaceflight Factors on the Process of Regeneration in Terms of Morphological and Electro-Physiological Indicators (Regeneratsia-Ulitka (Regeneration-Helix)),True,False,Musculoskeletal diseases; Neurological diseases,,False,False,False,Musculoskeletal diseases; Neurological diseases,
SSRE-REGGAE,REduced Gravity Gecko Adhesion docking Experiments,False,False,,,True,True,False,,
SSRE-RELAKSATSIA-GROZA-RELAXATION-THUNDERSTORM,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - Groza (Thunderstorm) (Relaksatsiya - Groza (Thunderstorm)),False,False,,,True,True,False,,
SSRE-RELAKSATSIA-SPECTR-RELAXATION-SPECTRUM,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - Spektr (Spectrum) (Relaksatsiya - Spektr (Spectrum)),False,False,,,True,True,False,,
SSRE-RELAKSATSIA-STEND-RELAXATION-STAND,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - Stend (Stand) (Relaksatsiya - Stend (Stand)),False,False,,,True,True,False,,
SSRE-RELAKSATSIA-UF-VKHOD-RELAXATION-ULTRAVIOLET-ENTRY,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - UF- Vkhod (UV-Entry)(Relaksatsiya - UF- Vkhod (UV-Entry)),False,False,,,True,True,False,,
SSRE-RELAKSATSIA-VYKHLOP-RELAXATION-EXHAUST,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - Vykhlop (Exhaust) (Relaksatsiya - Vykhlop (Exhaust)),False,False,,,True,True,False,,
SSRE-RELAXPRO,Mind/Body Practices for Deep Space Exploration,True,False,Cardiovascular diseases; Mental health; Neurological diseases,,False,False,False,Cardiovascular diseases; Mental health; Neurological diseases,
SSRE-RENAL-STONE,Renal Stone Risk During Spaceflight: Assessment and Countermeasure Validation,True,True,Endocrine and metabolic diseases; Kidney diseases,Mental health,True,False,False,Endocrine and metabolic diseases; Kidney diseases,Mental health
SSRE-RENEWABLE-FOAM,Packaging and Protecting Using Renewable Products,False,False,,,True,True,False,,
SSRE-REPER-KALIBR,Reper-Kalibr,False,False,,,True,True,False,,
SSRE-REPOSITORY,National Aeronautics and Space Administration Biological Specimen Repository,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
SSRE-REPRODUCTIVE-RATE-OF-ALGAE-IN-MICROGRAVITY-VS-ON-EARTH,Photosynthetic Efficiency of <em>C. vulgaris</em> in Microgravity,False,False,,,True,True,False,,
SSRE-RESHOTKA-PK-LATTICE-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Reshotka-PK,False,False,,,True,True,False,,
SSRE-RESIST-TUBULE,Mechanisms of Gravity Resistance in Plants From Signal Transformation and Transduction to Response,True,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,True,True,True,,
SSRE-RESIST-WALL,Role of Microtubule-Membrane-Cell Wall Continuum in Gravity Resistance in Plants,False,True,,Endocrine and metabolic diseases,False,False,False,,Endocrine and metabolic diseases
SSRE-RESWARM,RElative Satellite sWArming and Robotic Maneuvering,False,False,,,True,True,False,,
SSRE-RETINAL-DIAGNOSTICS,DLR-EAC Retinal Diagnostics Study,True,False,Eye diseases; Neurological diseases,,False,False,False,Eye diseases; Neurological diseases,
SSRE-REVERSIBLE-FIGURES,Perspective Reversible Figures in Microgravity,True,False,Eye diseases; Neurological diseases,,False,False,False,Eye diseases; Neurological diseases,
SSRE-RFID-HYDRA,Hyperdistributed Radio Frequency Identification Antennas,False,False,,,True,True,False,,
SSRE-RFID-LOGISTICS-AWARENESS,RFID-Enabled Autonomous Logistics Management (REALM),False,False,,,True,True,False,,
SSRE-RFID-RECON,RFID-Enabled Autonomous Logistics Management-2 (REALM-2),False,False,,,True,True,False,,
SSRE-RFID-SMART-SENSING,RFID-Enabled Autonomous Logistics Management-3 (REALM-3),False,False,,,True,True,False,,
SSRE-RHEALTH,rHEALTH&reg; ONE Microgravity Demonstration,True,True,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Kidney diseases,Cancer; Endocrine and metabolic diseases; Neurological diseases,True,False,True,Cardiovascular diseases; Kidney diseases,Neurological diseases
SSRE-RHODIUM-BIOMANUFACTURING-02,Efficient and Resilient Biomanufacturing in Variable Gravity &ndash; Mission 2,False,False,,,True,True,False,,
SSRE-RHODIUM-BIOMANUFACTURING-03,Efficient and Resilient Biomanufacturing in Variable Gravity &ndash; Mission 3,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-RHODIUM-BIOMANUFACTURING-04,Efficient and Resilient Biomanufacturing in Variable Gravity &ndash; Mission 4,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-RHODIUM-CRYSTAL-PRESERVATION,Rhodium Crystal Preservation,False,False,,,True,True,False,,
SSRE-RHODIUM-CRYSTAL-PRESERVATION-02,Advancing A Novel Crystal Preservation Method for Biological Materials,True,False,Cancer; Cardiovascular diseases; Rare inherited disorders,,False,False,False,Cancer; Cardiovascular diseases; Rare inherited disorders,
SSRE-RHODIUM-DARPA-BIOMANUFACTURING-01,Efficient and Resilient Biomanufacturing in Variable Gravity,False,False,,,True,True,False,,
SSRE-RHODIUM-INFLIGHT-BIOMANUFACTURING,Establishing Biomanufacturing Processes for Human Systems in Remote Environments,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-1,"Rhodium Scientific&rsquo;s Bioprospecting Program for Novel Natural Product Discoveries in Space for Biotech, Biopharma Industries",True,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-2,"The Second Rhodium Scientific Bioprospecting Program Investigation Targets Algal Novel Natural Product Discoveries in Space for Biotech, Biopharma Industries",True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases,
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-3,"The Third Rhodium Scientific Bioprospecting Program Investigation Targets Medically Important Microbe in Space for Biotech, Biopharma Industries",True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-4,"The Fourth Rhodium Scientific Bioprospecting Program Investigation Targets Novel Bioproducts in Space for Biotech, Biopharma Industries",True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-5,"Novel Bioproducts in Space for Biotech, Biopharma Industries",True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-RHODIUM-MICROGRAVITY-MYCELIUM,Swinburne Youth Space Innovation Challenge 2023 Examining Mushroom Growth in Microgravity,False,False,,,True,True,False,,
SSRE-RHODIUM-PLANT-LIFE,LEO Integrated Flori-culture Experiment (LIFE) 01,False,False,,,True,True,False,,
SSRE-RHODIUM-PROBIOTIC-CHALLENGE,Swinburne Youth Space Innovation Challenge 2021: Microgravity Production of a Probiotic Yoghurt Using Active Bacterial Cultures,True,False,Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases,
SSRE-RHODIUM-SAILING-TO-THE-STARS,Rhodium Sailing to the Stars,False,False,,,True,True,False,,
SSRE-RHODIUM-SPACE-MICROBIOME-ISOLATES,Characterization of Targeted Space Gut Microbiome Isolates to Advance Astronaut Gut-On-A-Chip Platform Development,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Mental health; Neurological diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Mental health; Neurological diseases,
SSRE-RHODIUM-SPACE-MICROGREENS,Swinburne Youth Space Innovation Challenge 2022: Examining the Growth of Nutrious Microgreens in a Microgravity Environment,True,False,Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases,
SSRE-RHODIUM-SPACE-RHIZOSPHERE,Soil Health in Space: Determination of Gravitational Effects on Soil Stability for Controlled Environment Agriculture,False,False,,,True,True,False,,
SSRE-RHODIUM-SPACEAG-VETERANS,Rhodium SpaceAg Veterans,False,False,,,True,True,False,,
SSRE-RHODIUM-STEM-CELL-01,Impact of Microgravity on Microcarrier Culture of Mesenchymal Stem Cells,True,False,Cardiovascular diseases; Kidney diseases; Musculoskeletal diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cardiovascular diseases; Kidney diseases; Musculoskeletal diseases; Neurological diseases; Rare inherited disorders,
SSRE-RHODIUM-SYNTHETIC-CRYPTOBIOLOGY,Rugged Platforms for Synthetic Biological Component Transport,False,False,,,True,True,False,,
SSRE-RHODIUM-TOMATOSPHERE-01,Rhodium Tomatosphere 01,False,False,,,True,True,False,,
SSRE-RHODIUM-USAFA-NIGHT,Rhodium USAFA Non-Photosynthetic Inquiry into Growth Habit Traits,False,False,,,True,True,False,,
SSRE-RHODIUM-WATER-FILTRATION-01,Polymer Nanocomposite Membrane Assembly for Water Purification on the International Space Station,True,False,Cancer; Cardiovascular diseases; Kidney diseases,,False,False,False,Cancer; Cardiovascular diseases; Kidney diseases,
SSRE-RHOK-SAT,<div> A Rhodes College &ndash; University of Oklahoma Collaboration for Testing Photovoltaic Cells with a 1U CubeSat</div> </div> <div> &nbsp,False,False,,,True,True,False,,
SSRE-RIBOSOME-PROFILING,Genome-wide Survey of Translational Control in Microgravity,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
SSRE-RIGEX,Rigidizable Inflatable Get-Away-Special Experiment,False,False,,,True,True,False,,
SSRE-RING-SHEARED-DROP,Ring Sheared Drop,False,False,,,True,True,False,,
SSRE-RING-SHEARED-DROP-IBP,Interfacial Bioprocessing of Pharmaceuticals (IBP) via the Ring-Sheared Drop (RSD) Module Aboard the ISS,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-RING-SHEARED-DROP-IBP-2,Interfacial Bioprocessing of Pharmaceuticals 2,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-RJR-AUGMENTED-MICROBIAL-SAMPLING,"<span style=""font-size: 12px;"">RJR (Augmented) Microbial Sampling</span>",True,False,Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-RNA-RESPONSE-AX-2,mRNA Response and Stability in Microgravity and Consequences for Inflammation Research and Biotechnology,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
SSRE-ROALD,ROle of Apoptosis in Lymphocyte Depression,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-ROALD-2,Role of the Endocannabinoid System in human Lymphocytes Exposed to Microgravity-2,True,False,Cancer; Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Cancer; Endocrine and metabolic diseases; Musculoskeletal diseases,
SSRE-ROAM,Relative Operations for Autonomous Maneuvers,False,False,,,True,True,False,,
SSRE-ROBO-PRO-CHALLENGE,Kibo Robot Programming Challenge,False,False,,,True,True,False,,
SSRE-ROBONAUT,Robonaut,False,False,,,True,True,False,,
SSRE-ROBOTIC-SURGERY-TECH-DEMO,Robotic Surgery Tech Demo,True,False,Cancer; Cardiovascular diseases; Women's health,,False,False,False,Cancer; Cardiovascular diseases; Women's health,
SSRE-RODENT-RESEARCH-1,Rodent Research Hardware and Operations Validation,True,True,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,Cancer; Neurological diseases,True,False,True,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,Cancer
SSRE-RODENT-RESEARCH-1-CASIS,Muscle Atrophy of Muscle Sparing in Transgenic Mice,True,True,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases; Women's health,Cancer; Neurological diseases,True,False,True,Endocrine and metabolic diseases; Musculoskeletal diseases; Women's health,Cancer
SSRE-RODENT-RESEARCH-10-RR-10,The Role of CDKN1a/p21 Pathway in Microgravity-Induced Bone Tissue Regenerative Arrest &ndash; A Spaceflight Study of Transgenic CDKN1a/p21-Null Mice in Microgravity,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
SSRE-RODENT-RESEARCH-12-RR-12,Tetanus Antibody Response by B cells in Space (TARBIS),True,False,Rare inherited disorders,,False,False,False,Rare inherited disorders,
SSRE-RODENT-RESEARCH-14-RR-14,Microgravity as a Disruptor Of The 12-hour Circatidal Clock,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Mental health,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Mental health,
SSRE-RODENT-RESEARCH-17-RR-17,Rodent Research-17 (RR-17),True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
SSRE-RODENT-RESEARCH-18-RR-18,Space Flight Environment Induces Remodeling of Vascular Network and Glia-Vascular Communication in Mouse Retina,True,False,Cardiovascular diseases; Eye diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Eye diseases; Musculoskeletal diseases,
SSRE-RODENT-RESEARCH-19-RR-19,Mighty Mice in Space: Preclinical Evaluation of a Broad Spectrum Mysotatin Inhibitor to Prevent Muscle Loss and Bone Loss Due to Disuse (Rodent Research-19),True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
SSRE-RODENT-RESEARCH-2-CASIS,Time-dependency of morphological and molecular changes in the musculoskeletal system of mice exposed to the spaceflight environment,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
SSRE-RODENT-RESEARCH-20-RR-20,"Female Reproductive Health: Space Flight Induced Ovarian and Estrogen Signaling Dysfunction, Adaptation, and Recovery",True,False,Women's health,,False,False,False,Women's health,
SSRE-RODENT-RESEARCH-22-RR-22,Rodent Research-22 (RR-22),True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
SSRE-RODENT-RESEARCH-23-RR-23,Effects of Microgravity on Ocular Vascular Hydrodynamics,True,False,Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-RODENT-RESEARCH-28-RR-28,Preclinical Validation of a Modifier Gene Therapy to Prevent Spaceflight Associated Oxidative Stress and Apoptosis in Microgravity Mouse Model of Dry Macular Degeneration,True,False,Cancer; Eye diseases,,False,False,False,Cancer; Eye diseases,
SSRE-RODENT-RESEARCH-3-ELI-LILLY,Assessment of myostatin inhibition to prevent skeletal muscle atrophy and weakness in mice exposed to long-duration spaceflight,True,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Cancer; Musculoskeletal diseases; Neurological diseases,True,False,True,Endocrine and metabolic diseases,Cancer; Neurological diseases
SSRE-RODENT-RESEARCH-4-CASIS,Tissue Regeneration-Bone Defect,True,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Eye diseases; Neurological diseases,True,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,Eye diseases; Neurological diseases
SSRE-RODENT-RESEARCH-5-RR-5,Systemic Therapy of NELL-1 for Osteoporosis,True,True,Endocrine and metabolic diseases; Musculoskeletal diseases; Women's health,Musculoskeletal diseases,True,False,True,Endocrine and metabolic diseases; Women's health,
SSRE-RODENT-RESEARCH-6-RR-6,Rodent Research-6 (RR-6),True,True,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,Neurological diseases,True,False,True,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,
SSRE-RODENT-RESEARCH-7-RR-7,Effects of Spaceflight on Gastrointestinal Microbiota in Mice: Mechanisms and Impact on Multi-System Physiology,True,False,Endocrine and metabolic diseases; Women's health,,False,False,False,Endocrine and metabolic diseases; Women's health,
SSRE-RODENT-RESEARCH-8-RR-8,Rodent Research-8,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,
SSRE-ROGUE-1-AC15,Rogue-1,False,False,,,True,True,False,,
SSRE-ROKVISS,Robotic Component Verification on the ISS: Verification of Lightweight Robotic Hinge Elements in Space,False,False,,,True,True,False,,
SSRE-ROOT,Effects of the Space Environment on the Nuclear Structure and Function of Plant Root Meristematic Cells Grown in Microgravity,True,False,Cancer,,False,False,False,Cancer,
SSRE-ROSA,Roll-Out Solar Array,False,False,,,True,True,False,,
SSRE-ROST-PK-GROWTH-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Rost-PK,False,False,,,True,True,False,,
SSRE-ROTIFER-B1,Rotifer-B1,False,False,,,True,True,False,,
SSRE-ROTIFER-B2,Rotifer-B2,False,False,,,True,True,False,,
SSRE-ROUND-ROBIN,Round Robin - Thermophysical Property Measurement,False,False,,,True,True,False,,
SSRE-RR-D1,Rodent Research-Demonstration 1,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
SSRE-RRI-HTS-NZ-1,Robinson Research Institute &ndash; High Temperature Superconductor &ndash; New Zealand &ndash; 1&nbsp,False,False,,,True,True,False,,
SSRE-RRM,Robotic Refueling Mission,False,False,,,True,True,False,,
SSRE-RRM-PHASE-2,Robotic Refueling Mission Phase 2,False,False,,,True,True,False,,
SSRE-RRM3,Robotic Refueling Mission 3,False,False,,,True,True,False,,
SSRE-RSAT,Robotic Arm Repair Satellite,False,False,,,True,True,False,,
SSRE-RSP-00,RSP-00,False,False,,,True,True,False,,
SSRE-RSP-01,RSP-01,False,False,,,True,True,False,,
SSRE-RSP-03,RSP-03,False,False,,,True,True,False,,
SSRE-RTCMISS,Radiation Tolerant Computer Mission on the ISS,False,False,,,True,True,False,,
SSRE-RUSALKA-MKS-MERMAID-ISS,Development of Methods to Determine the Carbon Dioxide and Methane (Greenhouse Gases) Content in the Earths Atmosphere from On-Board ISS,False,False,,,True,True,False,,
SSRE-RUSALKA-NAUKA-MERMAID-SCIENCE,Rusalka-Nauka (Mermaid-Science),False,False,,,True,True,False,,
SSRE-RWASAT-1,RWanda Satellite-1,False,False,,,True,True,False,,
SSRE-S-CUBE,Shootingstar Sensing Satellite,False,False,,,True,True,False,,
SSRE-S-FLAME,Structure and Response of Spherical Diffusion Flames,False,False,,,True,True,False,,
SSRE-SAFFIRE-I,Spacecraft Fire Experiment-I,False,False,,,True,True,False,,
SSRE-SAFFIRE-II,Spacecraft Fire Experiment-II,False,False,,,True,True,False,,
SSRE-SAFFIRE-III,Spacecraft Fire Experiment-III,False,False,,,True,True,False,,
SSRE-SAFFIRE-IV,Spacecraft Fire Experiment-IV,False,False,,,True,True,False,,
SSRE-SAFFIRE-V,Spacecraft Fire Experiment-V,False,False,,,True,True,False,,
SSRE-SAFFIRE-VI,Spacecraft Fire Experiment-VI,False,False,,,True,True,False,,
SSRE-SAGANSAT0,SaganSat0,False,False,,,True,True,False,,
SSRE-SAGE-III-ISS,Stratospheric Aerosol and Gas Experiment III-ISS,False,False,,,True,True,False,,
SSRE-SAKU-SAKE-MISSION,Saku Sake Mission,False,False,,,True,True,False,,
SSRE-SALIVARY-MARKERS,The Effects of Long-Term Exposure to Microgravity on Salivary Markers of Innate Immunity,True,False,Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-SALLY-RIDE-EARTHKAM,Sally Ride Earth Knowledge Acquired by Middle School Students,False,False,,,True,True,False,,
SSRE-SAME,Smoke and Aerosol Measurement Experiment,True,False,Cancer; Cardiovascular diseases,,False,False,False,Cancer; Cardiovascular diseases,
SSRE-SAMPLE,Study of Microbial Communities Exposed to Weightlessness,True,False,Endocrine and metabolic diseases; Mental health; Rare inherited disorders,,False,False,False,Endocrine and metabolic diseases; Mental health; Rare inherited disorders,
SSRE-SAMPLE-LDM,Sample-LDM,False,False,,,True,True,False,,
SSRE-SAMPLE-ROSCOSMOS,Sample-Roscosmos,False,False,,,True,True,False,,
SSRE-SANSORI-AX-1,Short Term Anatomical and Biomechanical Changes of the Eye in Microgravity on Axiom-1 Mission,True,False,Eye diseases,,False,False,False,Eye diseases,
SSRE-SANSORI-SPACE-FLIGHT-ASSOCIATED-NEURO-OCULAR-SYNDROME-OCULAR-RIGIDITY-INVESTIGATION,Ocular Rigidity as a Novel Risk Factor for Space Flight-Associated Neuro-Ocular Syndrome,True,True,Eye diseases,Musculoskeletal diseases; Neurological diseases,True,False,False,Eye diseases,Musculoskeletal diseases; Neurological diseases
SSRE-SARCOLAB,Myotendinous and Neuromuscular Adaptation to Long-term Spaceflight,True,False,Musculoskeletal diseases; Neurological diseases,,False,False,False,Musculoskeletal diseases; Neurological diseases,
SSRE-SASHA-2-AX-3,Space Hematopoietic Stem Cell Aging-2,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-SASHA-3-AX-4,Space Hematopoietic Stem Cell Aging 3,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-SATLLA-1,Ariel University First Nano Satellite,False,False,,,True,True,False,,
SSRE-SATS-INTERACT,Supervision of Autonomous and Teleoperated Satellites - Interact,False,False,,,True,True,False,,
SSRE-SATURDAY-MORNING-SCIENCE,Science of Opportunity,False,True,,Cancer; Endocrine and metabolic diseases; Neurological diseases,False,False,False,,Cancer; Endocrine and metabolic diseases; Neurological diseases
SSRE-SCALABLE-RADIATION-MONITOR,Scalable Radiation Monitors for Advancing Space Exploration,True,False,Cancer; Cardiovascular diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Neurological diseases,
SSRE-SCAN-TESTBED,Space Communications and Navigation Testbed,False,False,,,True,True,False,,
SSRE-SCIENCE-OFF-THE-SPHERE,Science off the Sphere,False,False,,,True,True,False,,
SSRE-SCIENCE-TAXI,HUMB Mission on Yuri ScienceTaxi BioSpin&nbsp,False,False,,,True,True,False,,
SSRE-SCN,Space Cup Noodle,False,False,,,True,True,False,,
SSRE-SCORPION,Scorpion: Development and Acquisition of Multifunctional Control-Measurement Device for Controlling the Environment of Scientific Experiments Inside a Pressurized Station,False,False,,,True,True,False,,
SSRE-SEDA-AP,Space Environment Data Acquisition Equipment - Attached Payload,False,False,,,True,True,False,,
SSRE-SEED-VIGOUR,Seed Vigour on the International Space Station,False,False,,,True,True,False,,
SSRE-SEEDLING-GROWTH-1,Seedling Growth-1,False,False,,,True,True,False,,
SSRE-SEEDLING-GROWTH-2,Seedling Growth-2,False,False,,,True,True,False,,
SSRE-SEEDLING-GROWTH-3,Seedling Growth-3,False,False,,,True,True,False,,
SSRE-SEEDS,Seeds in Space,False,False,,,True,True,False,,
