osID,title,tier,tier_label,health_related,disease_areas,primary_disease_area,nlp_classified,ai_classified,ai_confidence,nlp_mesh_evidence,classification_source
SSRE-QARMAN,Qubesat for Aerothermodynamic Research and Measurements on AblatioN,0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUANTUM,Qucopartex - Precious,0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUCOPARTEX-22,Qucopartex 22,0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUEST-INSTITUTE-LAB-1,"Quest Institute Multi-Experiment, Educational Investigation #1",0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUEST-INSTITUTE-NANOLAB-UNIT-3,Quest Institute-NanoLab Unit 3,0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUEST-MULTI-EXPERIMENT-MODULE-4,Quest Multi Experiment Module #4,0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUEST-MULTI-EXPERIMENT-MODULE-6,Quest Multi Experiment Module #6,0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUEST-MULTI-EXPERIMENT-MODULE-5,Quest Multi Experiment Module 5,0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUEST-NEXTGEN-LAB-2,"Quest Institute Multi-Experiment, Educational Investigation &ndash; NextGen-2",0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUETZAL-1,Quetzal-1,0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUST-NNL07,Quest Multi Experiment Module #7,0,Not health-related,False,,,False,False,0.75,,none
SSRE-QUST-NNL08,Quest Multi Experiment Module #8,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RAD-NANO-DOSIMETER,Rad Nano Dosimeter,2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases,Cancer,False,True,0.85,,ai_high
SSRE-RADAR-PROGRESS,Radar-Progress,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RAD-DORM,Evaluation of ISS Environmental Radiation Damage on Cryopreserved Mammalian Cells,2,Probable,True,Cancer; Rare inherited disorders,Cancer,False,True,0.9,,ai_high
SSRE-RADIATION-ENVIRONMENT-MONITOR,Radiation Environment Monitor,2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases; Eye diseases,Cancer,False,True,0.85,,ai_high
SSRE-RADIATION-HARDEN-GAN,High Performance Radiation Hardened GaN High Electron Mobility Transistors for Space Applications,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RADIATION-SHIELDING-AX-3,Radiation Shielding (Ax-3),2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases,Cancer,False,True,0.9,,ai_high
SSRE-RADI-N,RaDI-N,1,Confirmed,True,Neurological diseases; Eye diseases,Neurological diseases,True,True,0.7,D013494,nlp+ai
SSRE-RADI-N2,Radi-N2 Neutron Field Study,1,Confirmed,True,Neurological diseases; Eye diseases,Neurological diseases,True,True,0.85,D013494,nlp+ai
SSRE-RADIOSKAF,"Creating, Preparing, and Launching Small Spacecraft during Extravehicular Activity (RadioSkaf)",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RADIX,Radix,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RADMAP-TELESCOPE,Validating New Omnidirectional Radiation Monitoring on ISS,2,Probable,True,Cancer; Neurological diseases; Cardiovascular diseases; Eye diseases,Cancer,False,True,0.85,,ai_high
SSRE-RADPC-AI,RadPC-AI &ndash; Performance Characterization of Integratable AI Modules Processed on a Radiation Tolerant Computer System,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RADSAT-G,RadSat-g,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RADSAT-U,RadSat-u,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RADSILK,"Integrated Assessment of Long-term Cosmic Radiation Through Biological Responses of the Silkworm, <i>Bombyx mori</i>, in Space",2,Probable,True,Cancer; Rare inherited disorders,Cancer,False,True,0.85,,ai_high
SSRE-RAIKO,RAIKO,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RAINCUBE,RainCube,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RAKIA-MISSION-STEAM-EDUCATION-PROJECT,Nanoracks Module-9 Rakia Mission STEAM Education Project,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RAMBO,Ram Burn Observations,3,Uncertain,True,Cardiovascular diseases,Cardiovascular diseases,False,True,0.3,,ai_low
SSRE-RAMBO-2,Ram Burn Observations - 2,3,Uncertain,True,Cardiovascular diseases,Cardiovascular diseases,False,True,0.3,,ai_low
SSRE-RAMON-FOUNDATION,Efficacy of Bacteriophages in Combatting Drug-Resistant Pathogens under Microgravity Conditions,2,Probable,True,,,False,True,0.75,,ai_high
SSRE-RAMSAT,RamSat: An Educational CubeSat Mission Examining Forest Disturbances,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RAPID-LOW-COST-DRUG-DISCOVERY-IN-SPACE,"Rapid, Low-Cost Drug Discovery in Space",3,Uncertain,True,Cancer; Neurological diseases; Cardiovascular diseases; Rare inherited disorders,Cancer,False,True,0.3,,ai_low
SSRE-RASTENIA-GOROKH-PLANTS-PEA,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Gorokh (Plants-Pea))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-GOROKH-L-131-1-A-PLANTS-PEA-L-131-1-A,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Gorokh L-131-1-A (Plants-Pea L-131-1-A))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-GOROKH-L-131-1-B-PLANTS-PEA-L-131-1-B,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (astenia-Gorokh L-131-1-B (Plants-Pea L-131-1-B))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-GOROKH-L-131-2-A-PLANTS-PEA-L-131-2-A,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Gorokh L-131-2-A (Plants-Pea L-131-2-A))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-GOROKH-L-131-2-B-PLANTS-PEA-L-131-2-B,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Gorokh L-131-2-B (Plants-Pea L-131-2-B))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-GOROKH-L-131-3-A-PLANTS-PEA-L-131-3-A,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Gorokh L-131-3-A (Plants-Pea L-131-3-A))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-GOROKH-L-131-4-A-PLANTS-PEA-L-131-4-A,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Gorokh L-131-4-A (Plants-Pea L-131-4-A))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-GOROKH-VYBOR-PLANTS-PEA-SELECTION,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Gorokh-Vybor (Plants-Pea-Selection))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-MIZUNA-PLANTS-MIZUNA,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Mizuna (Plants-Mizuna))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-OBRAZOVANIE-PLANTS-EDUCATION,Rastenia-Obrazovanie (Plants-Education),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-PSHENITSA-PLANTS-WHEAT,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Pshenitsa (Plants-Wheat))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-REDIS-PLANTS-RADISH,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Redis (Plants-Radish))",3,Uncertain,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Endocrine and metabolic diseases,False,True,0.4,,ai_low
SSRE-RASTENIA-TERMO-LADA,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Termo-LADA)",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-YACHMEN-1-PLANTS-BARLEY-1,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Yachmen-1 (Plants-Barley-1))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-YACHMEN-2-PLANTS-BARLEY-2,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Yachmen-2 (Plants-Barley-2))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-YACHMEN-3-PLANTS-BARLEY-3,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Yachmen-3 (Plants-Barley-3))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-YACHMEN-4-PLANTS-BARLEY-4,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Yachmen-4 (Plants-Barley-4))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASTENIA-YACHMEN-5-PLANTS-BARLEY-5,"Studying the Features of the Growth and Development of Plants, and Technology for their Culturing in Spaceflight on the ISS RS (Rastenia-Yachmen-5 (Plants-Barley-5))",0,Not health-related,False,,,False,False,0.75,,none
SSRE-RASV,Recombinant Attenuated Salmonella Vaccine,2,Probable,True,,,False,True,0.75,,ai_high
SSRE-REACTION-SELF-TEST,Psychomotor Vigilance Self Test on the International Space Station,0,Not health-related,False,,,True,True,0.9,,none
SSRE-READI-FP,REducing Arthritis Dependent Inflammation First Phase,1,Confirmed,True,Musculoskeletal diseases,Musculoskeletal diseases,True,True,0.95,D001168,nlp+ai
SSRE-READY-PASTA-AX-3,Ready Pasta Heat &amp; Taste in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-REAL-TIME-PROTEIN-CRYSTAL-GROWTH-2-RTPCG-2,Phase II Real-time Protein Crystal Growth on Board the International Space Station,3,Uncertain,True,Cancer; Cardiovascular diseases; Neurological diseases; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-REBR,ReEntry Breakup Recorder,0,Not health-related,False,,,False,False,0.75,,none
SSRE-REBR-W,Reentry Breakup Recorder with Wireless Sensors,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RED-DATA2,Thermal Protection Material Flight Test and Reentry Data Collection,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RED-EYE,RED-EYE,2,Probable,True,Eye diseases,Eye diseases,False,True,0.85,,ai_high
SSRE-REDWIRE-REGOLITH-PRINT,Redwire Regolith Print (RRP),0,Not health-related,False,,,False,False,0.75,,none
SSRE-REFABRICATOR,Refabricator,0,Not health-related,False,,,False,False,0.75,,none
SSRE-REFLECTIVE-EYE-TEST-AX-1,Digital Tablet Eye Vision Test for Space Missions,2,Probable,True,Eye diseases,Eye diseases,False,True,0.9,,ai_high
SSRE-REGENERATSIA-1-PLANARIYA-REGENERATION-1-PLANARIANS,Studying the Impact of Various Spaceflight Factors on the Process of Regeneration in Terms of Morphological and Electro-Physiological Indicators (Regeneratsiya-1-Planariya (Regeneration-1-Planarians)),2,Probable,True,Neurological diseases; Cancer; Rare inherited disorders,Neurological diseases,False,True,0.75,,ai_high
SSRE-REGENERATSIA-1-ULITKA-REGENERATION-1-SNAIL,Studying the Impact of Various Spaceflight Factors on the Process of Regeneration in Terms of Morphological and Electro-Physiological Indicators (Regeneratsiya-1-Ulitka (Regeneration-1-Snail)),2,Probable,True,Neurological diseases; Musculoskeletal diseases,Neurological diseases,False,True,0.85,,ai_high
SSRE-REGENERATSIA-PLANARIA-REGENERATION-GIRARDIA,Studying the Impact of Various Spaceflight Factors on the Process of Regeneration in Terms of Morphological and Electro-Physiological Indicators (Regeneratsia-Planariya (Regeneration-Girardia)),2,Probable,True,Neurological diseases; Cancer; Rare inherited disorders,Neurological diseases,False,True,0.7,,ai_high
SSRE-REGENERATSIA-ULITKA-REGENERATION-HELIX,Studying the Impact of Various Spaceflight Factors on the Process of Regeneration in Terms of Morphological and Electro-Physiological Indicators (Regeneratsia-Ulitka (Regeneration-Helix)),2,Probable,True,Neurological diseases; Musculoskeletal diseases,Neurological diseases,False,True,0.85,,ai_high
SSRE-REGGAE,REduced Gravity Gecko Adhesion docking Experiments,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RELAKSATSIA-GROZA-RELAXATION-THUNDERSTORM,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - Groza (Thunderstorm) (Relaksatsiya - Groza (Thunderstorm)),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RELAKSATSIA-SPECTR-RELAXATION-SPECTRUM,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - Spektr (Spectrum) (Relaksatsiya - Spektr (Spectrum)),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RELAKSATSIA-STEND-RELAXATION-STAND,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - Stend (Stand) (Relaksatsiya - Stend (Stand)),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RELAKSATSIA-UF-VKHOD-RELAXATION-ULTRAVIOLET-ENTRY,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - UF- Vkhod (UV-Entry)(Relaksatsiya - UF- Vkhod (UV-Entry)),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RELAKSATSIA-VYKHLOP-RELAXATION-EXHAUST,Processes of Relaxation in the Ultraviolet Band Specrum by High-Velocity Interaction of Exhaust Products on ISS - Vykhlop (Exhaust) (Relaksatsiya - Vykhlop (Exhaust)),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RELAXPRO,Mind/Body Practices for Deep Space Exploration,2,Probable,True,Mental health; Neurological diseases; Cardiovascular diseases,Mental health,False,True,0.95,,ai_high
SSRE-RENAL-STONE,Renal Stone Risk During Spaceflight: Assessment and Countermeasure Validation,0,Not health-related,False,,,True,True,0.9,,none
SSRE-RENEWABLE-FOAM,Packaging and Protecting Using Renewable Products,0,Not health-related,False,,,False,False,0.75,,none
SSRE-REPER-KALIBR,Reper-Kalibr,0,Not health-related,False,,,False,False,0.75,,none
SSRE-REPOSITORY,National Aeronautics and Space Administration Biological Specimen Repository,3,Uncertain,True,Cardiovascular diseases; Musculoskeletal diseases; Endocrine and metabolic diseases; Neurological diseases; Cancer,Cardiovascular diseases,False,True,0.6,,ai_low
SSRE-REPRODUCTIVE-RATE-OF-ALGAE-IN-MICROGRAVITY-VS-ON-EARTH,Photosynthetic Efficiency of <em>C. vulgaris</em> in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RESHOTKA-PK-LATTICE-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Reshotka-PK,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RESIST-TUBULE,Mechanisms of Gravity Resistance in Plants From Signal Transformation and Transduction to Response,1,Confirmed,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,True,True,0.9,D050031,nlp+ai
SSRE-RESIST-WALL,Role of Microtubule-Membrane-Cell Wall Continuum in Gravity Resistance in Plants,0,Not health-related,False,,,True,False,0.75,,none
SSRE-RESWARM,RElative Satellite sWArming and Robotic Maneuvering,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RETINAL-DIAGNOSTICS,DLR-EAC Retinal Diagnostics Study,2,Probable,True,Eye diseases; Neurological diseases,Eye diseases,False,True,0.95,,ai_high
SSRE-REVERSIBLE-FIGURES,Perspective Reversible Figures in Microgravity,2,Probable,True,Neurological diseases; Eye diseases,Neurological diseases,False,True,0.75,,ai_high
SSRE-RFID-LOGISTICS-AWARENESS,RFID-Enabled Autonomous Logistics Management (REALM),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RFID-RECON,RFID-Enabled Autonomous Logistics Management-2 (REALM-2),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RFID-SMART-SENSING,RFID-Enabled Autonomous Logistics Management-3 (REALM-3),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RFID-HYDRA,Hyperdistributed Radio Frequency Identification Antennas,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHEALTH,rHEALTH&reg; ONE Microgravity Demonstration,1,Confirmed,True,Cancer; Endocrine and metabolic diseases; Neurological diseases,Cancer,True,True,0.3,D009347,nlp+ai
SSRE-RHODIUM-BIOMANUFACTURING-02,Efficient and Resilient Biomanufacturing in Variable Gravity &ndash; Mission 2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-BIOMANUFACTURING-03,Efficient and Resilient Biomanufacturing in Variable Gravity &ndash; Mission 3,3,Uncertain,True,Rare inherited disorders; Cancer; Endocrine and metabolic diseases,Rare inherited disorders,False,True,0.4,,ai_low
SSRE-RHODIUM-BIOMANUFACTURING-04,Efficient and Resilient Biomanufacturing in Variable Gravity &ndash; Mission 4,3,Uncertain,True,Rare inherited disorders; Cancer; Endocrine and metabolic diseases,Rare inherited disorders,False,True,0.4,,ai_low
SSRE-RHODIUM-CRYSTAL-PRESERVATION,Rhodium Crystal Preservation,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-CRYSTAL-PRESERVATION-02,Advancing A Novel Crystal Preservation Method for Biological Materials,3,Uncertain,True,Cancer; Rare inherited disorders; Cardiovascular diseases,Cancer,False,True,0.35,,ai_low
SSRE-RHODIUM-DARPA-BIOMANUFACTURING-01,Efficient and Resilient Biomanufacturing in Variable Gravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-INFLIGHT-BIOMANUFACTURING,Establishing Biomanufacturing Processes for Human Systems in Remote Environments,3,Uncertain,True,Rare inherited disorders; Endocrine and metabolic diseases; Cancer,Rare inherited disorders,False,True,0.6,,ai_low
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-1,"Rhodium Scientific&rsquo;s Bioprospecting Program for Novel Natural Product Discoveries in Space for Biotech, Biopharma Industries",3,Uncertain,True,Cancer; Rare inherited disorders; Neurological diseases; Endocrine and metabolic diseases,Cancer,False,True,0.4,,ai_low
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-2,"The Second Rhodium Scientific Bioprospecting Program Investigation Targets Algal Novel Natural Product Discoveries in Space for Biotech, Biopharma Industries",3,Uncertain,True,Cancer; Endocrine and metabolic diseases; Cardiovascular diseases,Cancer,False,True,0.6,,ai_low
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-3,"The Third Rhodium Scientific Bioprospecting Program Investigation Targets Medically Important Microbe in Space for Biotech, Biopharma Industries",3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.45,,ai_low
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-4,"The Fourth Rhodium Scientific Bioprospecting Program Investigation Targets Novel Bioproducts in Space for Biotech, Biopharma Industries",3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.4,,ai_low
SSRE-RHODIUM-MICROGRAVITY-BIOPROSPECTING-5,"Novel Bioproducts in Space for Biotech, Biopharma Industries",3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.3,,ai_low
SSRE-RHODIUM-MICROGRAVITY-MYCELIUM,Swinburne Youth Space Innovation Challenge 2023 Examining Mushroom Growth in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-PLANT-LIFE,LEO Integrated Flori-culture Experiment (LIFE) 01,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-PROBIOTIC-CHALLENGE,Swinburne Youth Space Innovation Challenge 2021: Microgravity Production of a Probiotic Yoghurt Using Active Bacterial Cultures,3,Uncertain,True,Endocrine and metabolic diseases; Cardiovascular diseases,Endocrine and metabolic diseases,False,True,0.6,,ai_low
SSRE-RHODIUM-SAILING-TO-THE-STARS,Rhodium Sailing to the Stars,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-SPACE-MICROBIOME-ISOLATES,Characterization of Targeted Space Gut Microbiome Isolates to Advance Astronaut Gut-On-A-Chip Platform Development,2,Probable,True,Endocrine and metabolic diseases; Neurological diseases; Mental health; Cardiovascular diseases,Endocrine and metabolic diseases,False,True,0.75,,ai_high
SSRE-RHODIUM-SPACE-MICROGREENS,Swinburne Youth Space Innovation Challenge 2022: Examining the Growth of Nutrious Microgreens in a Microgravity Environment,3,Uncertain,True,Endocrine and metabolic diseases; Cardiovascular diseases,Endocrine and metabolic diseases,False,True,0.4,,ai_low
SSRE-RHODIUM-SPACE-RHIZOSPHERE,Soil Health in Space: Determination of Gravitational Effects on Soil Stability for Controlled Environment Agriculture,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-SPACEAG-VETERANS,Rhodium SpaceAg Veterans,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-STEM-CELL-01,Impact of Microgravity on Microcarrier Culture of Mesenchymal Stem Cells,2,Probable,True,Musculoskeletal diseases; Cardiovascular diseases; Neurological diseases; Rare inherited disorders; Kidney diseases,Musculoskeletal diseases,False,True,0.75,,ai_high
SSRE-RHODIUM-SYNTHETIC-CRYPTOBIOLOGY,Rugged Platforms for Synthetic Biological Component Transport,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-TOMATOSPHERE-01,Rhodium Tomatosphere 01,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-USAFA-NIGHT,Rhodium USAFA Non-Photosynthetic Inquiry into Growth Habit Traits,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RHODIUM-WATER-FILTRATION-01,Polymer Nanocomposite Membrane Assembly for Water Purification on the International Space Station,3,Uncertain,True,Kidney diseases; Cardiovascular diseases; Cancer,Kidney diseases,False,True,0.6,,ai_low
SSRE-RHOK-SAT,<div> A Rhodes College &ndash; University of Oklahoma Collaboration for Testing Photovoltaic Cells with a 1U CubeSat</div> </div> <div> &nbsp,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RIBOSOME-PROFILING,Genome-wide Survey of Translational Control in Microgravity,3,Uncertain,True,Cancer; Musculoskeletal diseases; Endocrine and metabolic diseases; Cardiovascular diseases; Neurological diseases,Cancer,False,True,0.65,,ai_low
SSRE-RIGEX,Rigidizable Inflatable Get-Away-Special Experiment,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RING-SHEARED-DROP,Ring Sheared Drop,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RING-SHEARED-DROP-IBP,Interfacial Bioprocessing of Pharmaceuticals (IBP) via the Ring-Sheared Drop (RSD) Module Aboard the ISS,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.4,,ai_low
SSRE-RING-SHEARED-DROP-IBP-2,Interfacial Bioprocessing of Pharmaceuticals 2,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.3,,ai_low
SSRE-RJR-AUGMENTED-MICROBIAL-SAMPLING,"<span style=""font-size: 12px;"">RJR (Augmented) Microbial Sampling</span>",3,Uncertain,True,Rare inherited disorders; Endocrine and metabolic diseases,Rare inherited disorders,False,True,0.3,,ai_low
SSRE-RNA-RESPONSE-AX-2,mRNA Response and Stability in Microgravity and Consequences for Inflammation Research and Biotechnology,3,Uncertain,True,Cardiovascular diseases; Musculoskeletal diseases; Endocrine and metabolic diseases; Neurological diseases; Cancer,Cardiovascular diseases,False,True,0.65,,ai_low
SSRE-ROALD,ROle of Apoptosis in Lymphocyte Depression,2,Probable,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.75,,ai_high
SSRE-ROALD-2,Role of the Endocannabinoid System in human Lymphocytes Exposed to Microgravity-2,2,Probable,True,Cancer; Endocrine and metabolic diseases; Musculoskeletal diseases,Cancer,False,True,0.9,,ai_high
SSRE-ROAM,Relative Operations for Autonomous Maneuvers,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ROBONAUT,Robonaut,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ROBO-PRO-CHALLENGE,Kibo Robot Programming Challenge,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ROBOTIC-SURGERY-TECH-DEMO,Robotic Surgery Tech Demo,3,Uncertain,True,Cardiovascular diseases; Cancer; Women's health,Cardiovascular diseases,False,True,0.4,,ai_low
SSRE-RODENT-RESEARCH-1,Rodent Research Hardware and Operations Validation,1,Confirmed,True,Neurological diseases; Cancer,Neurological diseases,True,True,0.6,D009369|D009133,nlp+ai
SSRE-RODENT-RESEARCH-1-CASIS,Muscle Atrophy of Muscle Sparing in Transgenic Mice,1,Confirmed,True,Neurological diseases; Cancer,Neurological diseases,True,True,0.9,D009133|D009369,nlp+ai
SSRE-RODENT-RESEARCH-10-RR-10,The Role of CDKN1a/p21 Pathway in Microgravity-Induced Bone Tissue Regenerative Arrest &ndash; A Spaceflight Study of Transgenic CDKN1a/p21-Null Mice in Microgravity,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
SSRE-RODENT-RESEARCH-12-RR-12,Tetanus Antibody Response by B cells in Space (TARBIS),3,Uncertain,True,Rare inherited disorders,Rare inherited disorders,False,True,0.4,,ai_low
SSRE-RODENT-RESEARCH-14-RR-14,Microgravity as a Disruptor Of The 12-hour Circatidal Clock,2,Probable,True,Endocrine and metabolic diseases; Mental health; Cardiovascular diseases,Endocrine and metabolic diseases,False,True,0.7,,ai_high
SSRE-RODENT-RESEARCH-17-RR-17,Rodent Research-17 (RR-17),3,Uncertain,True,Musculoskeletal diseases; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases,Musculoskeletal diseases,False,True,0.6,,ai_low
SSRE-RODENT-RESEARCH-18-RR-18,Space Flight Environment Induces Remodeling of Vascular Network and Glia-Vascular Communication in Mouse Retina,2,Probable,True,Cardiovascular diseases; Eye diseases; Musculoskeletal diseases,Cardiovascular diseases,False,True,0.9,,ai_high
SSRE-RODENT-RESEARCH-19-RR-19,Mighty Mice in Space: Preclinical Evaluation of a Broad Spectrum Mysotatin Inhibitor to Prevent Muscle Loss and Bone Loss Due to Disuse (Rodent Research-19),2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
SSRE-RODENT-RESEARCH-2-CASIS,Time-dependency of morphological and molecular changes in the musculoskeletal system of mice exposed to the spaceflight environment,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
SSRE-RODENT-RESEARCH-20-RR-20,"Female Reproductive Health: Space Flight Induced Ovarian and Estrogen Signaling Dysfunction, Adaptation, and Recovery",2,Probable,True,Women's health,Women's health,False,True,0.9,,ai_high
SSRE-RODENT-RESEARCH-22-RR-22,Rodent Research-22 (RR-22),3,Uncertain,True,Musculoskeletal diseases; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases,Musculoskeletal diseases,False,True,0.6,,ai_low
SSRE-RODENT-RESEARCH-23-RR-23,Effects of Microgravity on Ocular Vascular Hydrodynamics,2,Probable,True,Eye diseases; Cardiovascular diseases; Neurological diseases,Eye diseases,False,True,0.95,,ai_high
