osID,title,objectives,approach,results,sponsoringAgency,researchAreas,nasaPrograms,factors,publications_count,publication_titles,principal_investigator,pi_institution,all_people,releaseDate,source_url,health_related,disease_areas,primary_disease_area,relevance_type,classification_source,non_health_category
OS-152,Histological Studies on the Tibial Bone of Rats in the 1975 Cosmos 782 Flight: I. Endochondral Osteogenesis; Medullary Bone Turnover,"This experiment concerns the histological evaluation of endochondral ontogenesis in rats subjected to weightlessness in Earth-orbit for nineteen days.  Balances between cartilage formation and resorption, and medullary bone formation and resorption were analyzed in the proximal segment of the tibia.","Tibial lengths, appearance of the proximal tibial epiphysis and metaphysis, and measurements of the bony spongiosa in the latter, were determined for flight rats and compared to ground controls.  Fixated samples were stained with hematoxylin and eosin, and Mallory's triple stain (aniline blue, orange G, and acid fuchsin), and studied histologically.  Measurements were made whenever possible to provide quantitative support for the qualitative histological evaluations.","Growth retardation was not marked, falling between a negligible level and 25%.  Bone formation was slightly impaired in synchronous controls, and to an appreciably greater extent in flight animals.  Bone resorption was moderately accelerated in synchronous controls, markedly more so in the flight animals, to an extent under which virtually all preflight medullary bone was removed and in addition a substantial fraction (1/4 -1/2) of that formed during flight was also resorbed.  Although the results suggest that disuse atrophy and other restrictions during the experiment account for part of the imbalance, the condition of weightlessness added a considerable further imbalance.",National Aeronautics and Space Administration (NASA),"Bone and calcium physiology
Skeletal physiology",,,2,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-152,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-153,Histological Studies on the Tibial Bone of Rats in the 1975 Cosmos 782 Flight: II. Micrographic Study of the Cortical Bone,"Conceivably, a decrease in the mineral content of a bone (as in hypogravity),  could result from a shift in the balance of internal remodeling, in which a smaller proportion of osteons would be of the older, high mineral density types, and a larger proportion of the recently formed and less mineralized type.  Based on this hypothesis, a study of rat cortical bone has been made by microradiography, on sample tibia from rats subjected to prolonged weightlessness.","Thin-ground transverse sections of the tibial cortex, embedded in polystyrene plastic, were microradiographed in contact with high resolution spectrographic film.  The resulting films were examined microscopically, and output from a photomultiplier tube was used to represent mineral densities, judged radiographically, from morphometric principles determined from mathematical bases.  Resolving power of the system was such that while the lacunae of individual osteocytes were not recognized as ""porosity"", all but the smallest channels in the bone specimen were thus recognized.","Results indicate that ranges of mineral densities of vivarium controls in three- month-old animals were in accord with findings on human juvenile bone.  The synchronous controls showed increased porosity and a shift in mineral balance toward a larger proportion showing low mineral content, suggesting increased resorption.  In the flight animals, lower levels of porosity, as compared to controls, and the tendency toward a uniform distribution of mineral values, suggest a sampling error.  It is also possible that with the prolonged period between sacrifice and bone fixation, the products of marrow cytolysis may have redistributed mineral contents of adjacent bone so as to obscure any real difference which may have existed.",National Aeronautics and Space Administration (NASA),"Bone and calcium physiology
Skeletal physiology",,,2,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-153,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-154,"Mineralization in Teeth and Jaws, as Judged Radiographically, in the Rats of the Cosmos 782 Experiment","This study presents data on the mineralization of the teeth in rats subjected to prolonged space flight.  Although the pitfalls inherent in quantitative radiologic studies were kept in mind, there was an advantage in knowing the resorption in the spongy bone and the ambiguous result on dense bone in the same animals.  Special efforts were made to standardize the regions of tooth structure measured, in the hope that masses of tissue in low experimental reactivity might not obscure more highly reactive sites.","Heads were divided sagittally and x-rayed.  Optical densities were measured on the films with a densitometer calibrated in American Standard Diffuse Density units.  Limitations were principally: 1) that readings would be taken at some reasonable distance from the apex (region of tooth formation) to reach the mineralized band of structure and 2) that readings would not be over the tip of the tooth since the greatest part of the tooth was in fact closed in thin bone.  While the density readings followed a logarithmic scale, the light transmission values were on an arithmetic percentage scale.","Although enamel values in the flight animals, both at recovery and 25 days postflight, seemed lower than controls, the difference was not significant.  Other findings suggest a small amount of mineral loss may have occurred during the experimental period.  Mineral repletion was not observed during the recovery period.  The thin bone of the mandibular body was slightly reduced in both synchronous and flight rats, but rose to the level of vivarium controls after the recovery period.  Changes of similar direction were found in the heavy bone underlying the molar teeth, suggesting that the stimulus of chewing was reduced in these groups, with restoration of a firmer diet during the recovery period increasing masticatory activity and improving bone structure.",National Aeronautics and Space Administration (NASA),"Bone and calcium physiology
Skeletal physiology",,,2,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-154,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-155,Quantitative Analysis of Selected Bone Parameters,"If bones are formed in relation to gravitational stresses, one would anticipate that prolonged recumbency and/or prolonged weightlessness would be associated with hypercalciuria, bone demineralization, and osteoporosis.  To better understand the effect of space flight on bone, parameters including formation and mineralization, resorption, length, density and pore size distribution, and bone mechanical properties were studied in rats both immediately postflight and at 25 days post- flight.","Bone density and pore size distribution were measured by mercury porosimetry in the left humerus, while humerus mechanical properties were evaluated with a standard torsion test machine.  Bone formation, mineralization, and resorption rates were determined by quantitative histological techniques using the left tibia, while osteoblastic and osteoclastic cell populations were determined from the right.  Length measurements were made with calipers, and correlation, regression, and covariance analyses were made by means of computer programs based on standard statistical methods.","Space flight had little effect on the bone porosity parameters measured, while the flight and synchronous animals (compared to vivarium controls) did show a significant decrease in bone density immediately postflight.  The most striking effects were those on bone formation; all parameters investigated in the flight animals immediately after flight were significantly decreased from both vivarium and synchronous controls.  An arrest line was found at both the endosteum and the periosteum of flight animals suggesting that a complete cessation of bone growth occurred during the flight.  By 25 days postflight, flight animals showed a significant increase in formation, suggesting that a rebound in bone formation had occurred following flight.",National Aeronautics and Space Administration (NASA),"Bone and calcium physiology
Skeletal physiology",,,5,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | Inhibition of Bone Formation During Spaceflight | Effects of Weightlessness on Bone and Muscle of Rats | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov | Cessation of Bone Formation During Spaceflight",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-155,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-156,The Morphogenetic Responses of Cultured Totipotent Cells of Carrot at Zero Gravity,"Free cultured carrot cells can develop like zygotic embryos and can initiate the complex growing regions that produce organs (shoots and roots) independently of the normal environment of the fertilized egg.  The principal objective of this experiment was to test whether cells of a higher plant, such as the carrot, could develop normally under space flight conditions and emulate their known ability on Earth to multiply and develop, forming organs, embryoids, and normal plantlets.","Carrot cells pregrown in liquid suspension cultures were carried in petri dishes encased in special flight canisters and exposed to weightless conditions and rotation in an onboard 1 g centrifuge.  The petri dishes contained actively growing cultured cells, all of which were, by filtration through graded sieves, less than 74 µm in size; these cells were distributed in thin layers in an agar culture medium which allowed them to grow heterotrophically in darkness.  Postflight, representative samples of different developmental stages were obtained for photography and microscopic examination, and compared to similarly treated ground controls.","The treatments did not produce significantly different proportions of embryos at the various stages of development into which they were classified.  Where embryos were larger, their increased size or complexity was in the length of a primary root and in the development of hypocotyls.  Shoot development, however, tended to be arrested.  Nevertheless, the leaf primordia and shoot apices had become sufficiently established in both flight groups; so when the embryos were exposed to normal earth gravity and to light, their shoots developed rapidly into plantlets.  The results seem to indicate that totipotent somatic cells can undergo morphogenesis to produce viable and fully competent embryos in space, apparently as effectively as on Earth.",National Aeronautics and Space Administration (NASA),Plant biology,,,7,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | Excerpts from the History of Plant Physiology and Development | Observations on Growth Morphogenesis in Cultured Cells of Carrot (Daucus Carota) | Morphogenetic Responses of Cultured Totipotent Cells of Carrot (Daucus Carota  var. carota) | Is Gravity a Morphological Determinant in Plants at the Cellular Level? | Chapter Eight: Development and Growth in Space. | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-156,False,,,,ai,plant biology
OS-157,Response of Crown Gall Tissue to the Space Environment: Residual Carbohydrates in Supporting Tissue,"A previous study had shown that plant tissue which is gravity compensated on a clinostat has a greater rate of respiration than similar tissue exposed to the normal gravitational environment.  This experiment attempts to determine whether this response also occurs in weightlessness.  Since it would not be possible to study gas exchange under such conditions, this study instead examines the depletion of carbohydrate reserve as a possible measure of respiration.","Amounts of amylose, sucrose, and glucose were determined in crown gall tissue in flight and flight-centrifuged (at 1 g) disks, and in comparable control disks.  Upon return of flight material, frozen disks and control non-flight disks were lyophilized.  Each dried disk was macerated using a mortar and a pestle.  From each disc, two samples (approximately 50 mg) of known size were suspended in 80% ethanol, centrifuged, and tested for the appropriate carbohydrates.  It should be noted that this study was initiated late in the program as an effort to study differences in respiration and to use all material that was flown.","Both amylose and sucrose decreased in concentration while in the flight environment; however, there was a marked increase in the concentration of glucose.  There was no detectable difference between the tissue subjected to the weightless or the flight centrifuged conditions.  Since cells of plant tissues must remain turgid to remain healthy, they must adjust their osmotic potential in the face of environmental water stress.  The data suggest that water stress was the overriding environmental factor inducing these tissue pieces to increase the proportion of small molecules in their cells, thus permitting them to obtain water, or retain water within their environment.",National Aeronautics and Space Administration (NASA),Plant biology,,,2,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-157,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,direct,keyword,
OS-158,Response of Crown Gall Tissue to the Space Environment: Tumor Development and Anatomy,The crown system has been suggested as a model to study the long-term effects of weightlessness on biological systems.  Earlier studies show that tumors induced by inoculating cut surfaces of carrot disks with bacterium cells were significantly larger when gravity compensated on clinostats than those developed at 1 g.  This study compared tumors developed in the space environment with Earth-based controls.,"Carrots were cross-sectioned and placed aseptically in flight canisters.  The upper surfaces of the sections were inoculated with bacterial suspensions (1 x10-8 cells/ ml) of Agrobacterium tumefaciens.  The inoculated disks in the canisters were incubated at 25°C for 72 hours to allow initiation of tumors.  Canisters were exposed to the weightless conditions of the space environment and to the effects of the onboard centrifuge.  Synchronous controls were maintained at both NASA-Ames and in the USSR.  Tumors were excised from frozen tissue, weighed, and histologically examined.","Larger (statistically significant) crown gall tumors developed on flight-centrifuged disks than on those exposed only to microgravity.  The reaction was opposite to that predicted from previous Earth-based gravity (non)compensated experiments.  It is possible that more disks in the weightless treatment were nonresponsive to generation of galls than those on the centrifuge, but plots of individual tumor weights from each disk appear to eliminate this possibility.  An increase in radius of the meristemic rings of growth centers in these teratoma type galls was observed, however, for tissues generated in the weightless (flight) and gravity- compensated (ground) conditions.  In this respect, results obtained using a clinostat were similar to those observed in tissues developed in microgravity.",National Aeronautics and Space Administration (NASA),Plant biology,,,4,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | Gravity Compensation and Crown Gall Development | Responses of Crown Gall Tissue to Gravity Compensation | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-158,True,Cancer,Cancer,direct,keyword,
OS-159,Response of Crown Gall Tissue to the Space Environment: Glutamine Synthetase Activity,"In plants, glutamine synthetase (GS) is the enzyme associated with seeds and relatively undifferentiated embryonic activity.  It was of interest, therefore, to determine if the specific activity of this enzyme would be affected by gravity compensation or weightlessness in crown gall tumor tissue.  The data obtained would serve as an indicator not only of the comparative differences between normal and pathological material, but also whether gravity-compensation is comparable to weightlessness.","Upper sections of carrots were cross-sectioned and inoculated with bacterial suspensions (1 x 10-8 cells/ml) of Agrobacterium tumefaciens.  Upon arrival, flight, and similarly treated control material, were weighed, frozen, lyophilized, and stored at -20 °C until assayed.  Assays for GS specific activity depended on the gamma- glutamyl-transferase properties of the enzyme and were performed by a sodium arsenate modification of the D. Rudnick et al. method.  The specific activity was calculated as the number of micromoles of gamma-glutamyl-hydroxymate produced per hour, per mg protein.","There was a 100% difference in GS specific activity between the flight-weightless and flight-centrifuged material.  At no time did the specific activity of the flight material or ground controls approach the activity of normal carrot tissue, and in all cases the activity of the rotated flight material was much lower than stationary controls.  While the reasons for these differences are not apparent, a lack of cellular differentiation or hyperplasia of the cambial zone appears to be a characteristic of compensated tumors.  GS activity could be expected to be a metabolic participant in neoplasmic activity.  The data also indicate that gravity-compensation and true weightlessness, with respect to GS activity, are largely comparable.",National Aeronautics and Space Administration (NASA),Plant biology,,,2,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-159,True,Cancer; Endocrine and metabolic diseases,Cancer,direct,keyword,
OS-160,Responses of Crown Gall Tissue to the Space Environment: Isozyme Patterns,Clinostats have been used to simulate conditions of zero gravity.  Carrot crown gall tumors were reportedly larger with respect to both fresh and dry weights when grown under gravity-compensated (horizontally rotated) conditions on a clinostat.  It has also been shown that such tumors display a peroxidase zymogram which differs from that of vertically rotated or stationary controls.  This experiment compares peroxidase zymograms between tumor tissue grown in space and that grown on land-based clinostats.,"Carrots were cross-sectioned and placed aseptically, using gnotobiotic techniques, in flight canisters.  The upper surfaces of the sections were inoculated with Agrobacterium tumefaciens.  The following treatments were studied: 1) flight weightless and flight centrifuged (to simulate 1 g) and 2) ground controls clinostat-horizon- tally rotated (gravity compensated) and horizontal stationary.  Peroxidase isozymes were visualized with benzidine.  Sufficient material was available for only one extraction and three separate electrophoretic runs.  As the results were not identical on each run, an ""average summary"" was presented.","Only five major bands of peroxidase isozymes were detected in the study, the activity of each band dependent upon the conditions under which the tumors were grown.  Both the flight weightless tissue and the clinostat gravity-compensated tissue had a band at the third position which stained intensely.  The two treatments were not identical, however, as the gravity-compensated material also contained an isoenzyme with intense activity at position one.  The results show both a clear similarity and a clear difference between true weightless and simulated weightless treatments, with similar results apparent between the flight centrifuged and horizontal stationary groups.",National Aeronautics and Space Administration (NASA),Plant biology,,,4,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | Isozyme Patterns in Gravity-Compensated Crown Gall Tissues | Gravity Compensation and Crown Gall Development | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-160,True,Cancer,Cancer,direct,keyword,
OS-161,HZE-Particle Dosimetry,This experiment was designed to measure the high-LET particle radiation aboard the Cosmos satellite.  One of the specific objectives of this experiment was to determine the number of heavy particles with charge of Z ≥ 20 stopping in a one cubic centimeter volume.  This information was necessary in order to assess the feasibility of performing U.S. experiments concerning heavy particle track effects in rodent brains aboard future U.S.S.R. Cosmos satellite flights.,"Measurement of the high-LET particle radiation was made with plastic nuclear track detectors.  These plastics, cellulose nitrate (CN) and Lexan polycarbonate, can detect a minimum LET value of ~100 keV/µm tissue.  Thin detectors measured high-LET particle flux and integral LET spectrum, while a thick detector stack measured the charge spectrum.  Scanning and measurement of tracks in plastic films was done with high-resolution optical microscopes.  For analysis, measurement of particle LET and change in LET with range were sufficient, along with calibration data, to determine particle atomic number.","The average flux of 4.05 ± 0.70 particles cm-2 d-1 inside Cosmos 782 was 21% larger than the flux recorded for Skylab-4 astronauts, an expected result primarily due to the higher inclination of orbit.  Differences in particle flux values within sets of detectors reflect shielding distribution variances.  A layer of CN plastic positioned at the center of the thick stack registered fluence and flux values, respectively, of 67.5 particles cm-2 and 3.46 particles cm-2 d-1, a value 14.6% lower than the average flux measured by the thin dosimeters.  The number of particles with Z ≥ 20 stopping per unit volume obtained was 0.9 cm-3.",National Aeronautics and Space Administration (NASA),Radiation biology,,,4,"Final Reports of the U.S. Experiments Flown on the Soviet Biosatellite Cosmos 782 (Bion 3) | HZE Particle Radiation Studies Aboard Cosmos 782 | Radiation Exposures During Spaceflight and Their Measurement | Biological Studies on the Kosmos Biosatellites
Under the Editorship of Y. A.Il'yen and G.P. Parfenov",,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-161,True,Cancer; Neurological diseases; Eye diseases; Cardiovascular diseases,Cancer,direct,ai,
