osID,title,objectives,approach,results,sponsoringAgency,researchAreas,nasaPrograms,factors,publications_count,publication_titles,principal_investigator,pi_institution,all_people,releaseDate,source_url
SSRE-FUNCTIONAL-IMMUNE,"Functional Immune Alterations, Latent Herpesvirus Reactivation, Physiological Stress and Clinical Incidence Onboard the International Space Station",,,,National Aeronautics and Space Administration (NASA),Human Research,"ISS Expedition 49/50, 51/52, 53/54, 55/56, 57/58, 59/60, 61/62, 63, 65, 64, 66",,4,"Rithidech K, Mohallem R, Aryal U, Peanlikhit T, Crucian BE. Effects of the space environment and re-adaptation to Earth's gravity on astronauts' plasma proteome. Life Sciences in Space Research. 2026 January; 48: 78-87. DOI: 10.1016/j.lssr.2025.09.001. | Martin D, Makedonas G, Crucian BE, Peanlikhit T, Rithidech K. The use of the multidimensional protein identification technology (MudPIT) to analyze plasma proteome of astronauts collected before, during, and after spaceflights. Acta Astronautica. 2022 April 1; 193: 9-19. DOI: 10.1016/j.actaastro.2021.12.054. | Crucian BE, Makedonas G, Sams CF, Pierson DL, Simpson RJ, Stowe RP, Smith SM, Zwart SR, Krieger SS, Rooney BV, Douglas GL, Downs ME, Nelman-Gonzalez MA, Williams TJ, Mehta SK. Countermeasures-based improvements in stress, immune system dysregulation and latent herpesvirus reactivation onboard the International Space Station - Relevance for deep space missions and terrestrial medicine. Neuroscience and Biobehavioral Reviews. 2020 August; 115: 68-76. DOI: 10.1016/j.neubiorev.2020.05.007. | Makedonas G, Mehta SK, Scheuring RA, Haddon R, Crucian BE. SARS-CoV-2 pandemic impacts on NASA ground operations to protect ISS astronauts. The Journal of Allergy and Clinical Immunology: In Practice. 2020 November–December; 8(10): 3247-3250. DOI: 10.1016/j.jaip.2020.08.064.",Brian Crucian,"NASA Johnson Space Center, Human Research Program, Houston, TX, United States",Brian Crucian; Honglu Wu; Richard Simpson; Kanokporn Rithidech,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-FUNCTIONAL-TASK-TEST,Physiological Factors Contributing to Postflight Changes in Functional Performance,,,,National Aeronautics and Space Administration (NASA),Human Research,"ISS Expedition 21/22, 23/24, 25/26, 27/28, 29/30, 31/32, 33/34, 35/36, 37/38, 39/40, 41/42, 43/44, 45/46",,15,"Spiering BA, Lee SM, Mulavara AP, Bentley JR, Buxton RE, Lawrence EL, Sinka J, Guilliams ME, Ploutz-Snyder LL, Bloomberg JJ. Test battery designed to quickly and safely assess diverse indices of neuromuscular function after unweighting. Journal of Strength and Conditioning Research. 2011 February; 25(2): 545-555. DOI: 10.1519/JSC.0b013e3181f56780. | Moudy SC, Peters BT, Clark TK, Schubert MC, Wood SJ. Development of a ground-based sensorimotor disorientation analog to replicate astronaut postflight experience. Frontiers in Physiology. 2024 April 18; 15: 7pp. DOI: 10.3389/fphys.2024.1369788. | Clement GR, Moudy SC, Macaulay TR, Bishop MO, Wood SJ. Mission-critical tasks for assessing risks from vestibular and sensorimotor adaptation during space exploration. Frontiers in Physiology. 2022 November 25; 13: 9pp. DOI: 10.3389/fphys.2022.1029161. | Clement GR, Kuldavletova O, Macaulay TR, Wood SJ, Navarro Morales DC, Toupet M, Hautefort C, Van Nechel C, Quarck G, Denise P. Cognitive and balance functions of astronauts after spaceflight are comparable to those of subjects with bilateral vestibulopathy. Frontiers in Neurology. 2023 October 27; 14: 11pp. DOI: 10.3389/fneur.2023.1284029. | Arzeno NM, Stenger MB, Bloomberg JJ, Platts SH. Spaceflight-induced cardiovascular changes and recovery during NASA's Functional Task Test. Acta Astronautica. 2013 November; 92(1): 10-14. DOI: 10.1016/j.actaastro.2012.05.023. | Madansingh S, Bloomberg JJ. Understanding the effects of spaceflight on head–trunk coordination during walking and obstacle avoidance. Acta Astronautica. 2015 October; 115: 165-172. DOI: 10.1016/j.actaastro.2015.05.022. | Lee SM, Miller A, Ribeiro LC, Rosenberg MJ, Miller CA, Laurie SS, Young MH, Lytle JR, Kofman IS, Clement GR, Wood SJ, Rukavishnikov IV, Kitov VV, Kozlovskaya IB, Tomilovskaya ES, Reschke MF, Macias BR. Cardiovascular responses to standing with and without lower body compression garments after long-duration spaceflight. Journal of Applied Physiology. 2025 July 1; 139(1): 70-80. DOI: 10.1152/japplphysiol.00646.2024. | Mulavara AP, Peters BT, Miller CA, Kofman IS, Reschke MF, Taylor LC, Lawrence EL, Wood SJ, Laurie SS, Lee SM, Buxton RE, May-Phillips TR, Stenger MB, Ploutz-Snyder LL, Ryder JW, Feiveson AH, Bloomberg JJ. Physiological and functional alterations after spaceflight and bed rest. Medicine and Science in Sports and Exercise. 2018 September; 50(9): 1961-1980. DOI: 10.1249/MSS.0000000000001615. | Miller CA, Peters BT, Kofman IS, Phillips TR, Batson CD, Cerisano JM, Fisher E, Mulavara AP, Feiveson AH, Reschke MF, Bloomberg JJ. A comparison of tandem walk performance between bed rest subjects and astronauts. 39th Annual Meeting of the American Society of Biomechanics, Columbus OH; 2015 August 5-8. 3 pp. | Miller CA, Peters BT, Kofman IS, Brady RR, Phillips TR, Batson CD, Mulavara AP, Feiveson AH, Reschke MF, Bloomberg JJ. A comparison of torso stability between bed rest subjects and astronauts during tandem walk:Preliminary findings. 37th American Society of Biomechanics, Omaha, NE; 2013 September 4-7. 2 pp. | Lee SM, Feiveson AH, Stein S, Stenger MB, Platts SH. Orthostatic intolerance after ISS and Space Shuttle missions. Aerospace Medicine and Human Performance. 2015 December 1; 86(12): DOI: 10.3357/AMHP.EC08.2015. | Miller CA, Kofman IS, Brady RR, May-Phillips TR, Batson CD, Lawrence EL, Taylor LC, Peters BT, Mulavara AP, Feiveson AH, Reschke MF, Bloomberg JJ. Functional task and balance performance in bed rest subjects and astronauts. Aerospace Medicine and Human Performance. 2018 September; 89(9): 805-815. DOI: 10.3357/AMHP.5039.2018. | Deshpande N, Laurie SS, Lee SM, Miller CA, Mulavara AP, Peters BT, Reschke MF, Stenger MB, Taylor LC, Wood SJ, Clement GR, Bloomberg JJ. Vestibular and cardiovascular responses after long-duration spaceflight. Aerospace Medicine and Human Performance. 2020 August 1; 91(8): 621-627. DOI: 10.3357/AMHP.5502.2020. | Laughlin MS, Guilliams ME, Nieschwitz BA, Hoellen D. Functional Fitness Testing results following long-duration ISS missions. Aerospace Medicine and Human Performance. 2015 December 1; 86(12): 87-91. DOI: 10.3357/AMHP.EC11.2015. | Ryder JW, Buxton RE, Goetchius EL, Scott-Pandorf M, Hackney KJ, Fiedler J, Ploutz-Snyder RJ, Bloomberg JJ, Ploutz-Snyder LL. Influence of muscle strength to weight ratio on functional task performance. European Journal of Applied Physiology. 2012 September 26; 113: 911-921. DOI: 10.1007/s00421-012-2500-z.",Jacob Bloomberg,"NASA Johnson Space Center, Human Research Program, Houston, TX, United States",Jacob Bloomberg,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-FURPHY,Residual Momentum and Tank Dynamics in Microgravity Environment,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 57/58, 59/60",,0,,"Daniel Faber, Orbit Fab","Orbit Fab, Inc., Cupertino, CA, United States","Daniel Faber, Orbit Fab",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-FUTABA,Kyushu Institute of Technology Student Satellite Development Project FUTABA,,,,Japan Aerospace Exploration Agency (JAXA),Educational and Cultural Activities,ISS Expedition 67,,0,,Hirokazu Masui,"Kyushu Institute of Technology, Kitakyushu City, Japan",Hirokazu Masui,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-FUTURE-ENGINEERS-TWO-FOR-THE-CREW,Future Engineers - Two for the Crew,,,,National Aeronautics and Space Administration (NASA),Educational and Cultural Activities,ISS Expedition 55/56,,0,,"Deanne Bell, Future Engineers, Burbank","Made In Space, Jacksonville, FL, United States","Deanne Bell, Future Engineers, Burbank",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GARDENS,Growing Advanced and Refined space Development ENgineering succession and under the satellite,,,,Japan Aerospace Exploration Agency (JAXA),Educational and Cultural Activities,ISS Expedition 70,,0,,Hiroaki Akiyama,"Chiba Institute of Technology, Narashino City, Japan",Hiroaki Akiyama,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GARDENS-SAKURA,Growing Advanced and Refined space Development ENgineering succession and under the satellite,,,,Japan Aerospace Exploration Agency (JAXA),Educational and Cultural Activities,ISS Expedition 71,,0,,Mengu Cho,"Chiba Institute of Technology, Narashino City, Japan",Mengu Cho,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GARDENS-BOTAN,Growing Advanced and Refined space Development Engineering succession and under the satellite - BOTAN,,,,Japan Aerospace Exploration Agency (JAXA),Educational and Cultural Activities,ISS Expedition 73,,0,,Mengu Cho,"Chiba Institute of Technology, Narashino City, Japan",Mengu Cho,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GARDENS-YOMOGI,Growing Advanced and Refined space Development ENgineering succession and under the satellite - YOMOGI,,,,Japan Aerospace Exploration Agency (JAXA),Educational and Cultural Activities,ISS Expedition 72,,0,,Mengu Cho,"Chiba Institute of Technology, Narashino City, Japan",Mengu Cho,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GASPACS,Get Away Special Passive Attitude Control Satellite,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 66,,0,,Jan Sojka,"Utah State University Department of Physics, Logan, UT, United States",Jan Sojka,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GATOR-GATSBY,Gator GrAvitational effecTS on the faraday instaBilitY,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 68, 69",,0,,Ranga Narayanan,"University of Florida, Gainesville, FL, United States",Ranga Narayanan,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GAUCHO-LUNG,Wicking in Gel-Coated Tubes,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 70, 71, 72",,0,,Émilie Dressaire,"BioServe Space Technologies, Boulder, CO, United States",Émilie Dressaire,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GCF-JAXA-NASDA-ROSCOSMOS,GCF-JAXA (NASDA)-Roscosmos,,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Biology and Biotechnology,"ISS Expedition 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",,0,,,,,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GEARRSAT,Globalstar Experiment And Risk Reduction Satellite,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 39/40, 41/42",,0,,David Voss,"Kirtland AFB, Kirtland AFB, NM, United States",David Voss,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GEARS,CS-05A: Genomic Enumeration of Antibiotic Resistance in Space,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 70, 71, 72, 74, 75",,0,,Christopher Carr,"NASA Johnson Space Center, Houston, TX, United States",Christopher Carr,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GECKO-GRIPPER,Gecko Gripper,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 47/48, 49/50, 51/52",,2,"Parness AJ. Testing gecko-like adhesives aboard the International Space Station. 2017 AIAA SPACE and Astronautics Forum and Exposition, Orlando FL; 2017 September 12. 7. DOI: 10.2514/6.2017-5181. | Jiang H, Hawkes EW, Fuller C, Estrada MA, Suresh SA, Abcouwer N, Han AK, Wang S, Ploch CJ, Parness AJ, Cutkosky MR. A robotic device using gecko-inspired adhesives can grasp and manipulate large objects in microgravity. Science Robotics. 2017 June 28; 2(7): eaan4545. DOI: 10.1126/scirobotics.aan4545.",Aaron Parness,"NASA Jet Propulsion Laboratory, Pasadena, CA, United States",Aaron Parness,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GECKO-INSPIRED-ADHESIVE-GRASPING,Assistive Free-Flyers with Gecko-Inspired Adhesive Appendages for Automated Logistics in Space,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 57/58, 59/60, 65, 72, 64",,1,"Chen TG, Cauligi A, Suresh SA, Pavone M, Cutkosky MR. Testing gecko-inspired adhesives with Astrobee aboard the International Space Station: Readying the technology for space. IEEE Robotics & Automation Magazine. 2022 May 27; 2-11. DOI: 10.1109/MRA.2022.3175597.",Mark Cutkosky,"Stanford University, Stanford, CA, United States",Mark Cutkosky,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GEDI,Global Ecosystem Dynamics Investigation,,,,National Aeronautics and Space Administration (NASA),Earth and Space Science,"ISS Expedition 57/58, 61/62, 63, 65, 67, 68, 71, 72, 73, 64, 66, 74, 75, 76",,14,"Sun X, Blair JB, Bufton JL, Faina M, Dahl S, Berard P, Seymour RJ. Advanced silicon avalanche photodiodes on NASA's Global Ecosystem Dynamics Investigation (GEDI) mission. Proceedings of SPIE 11287, Photonic Instrumentation Engineering VII, San Francisco, California; 2020 March 2. 1128713. DOI: 10.1117/12.2545203. | Stavros EN, Schimel D, Pavlick R, Serbin S, Swann A, Duncanson L, Fisher JB, Fassnacht F, Ustin S, Dubayah R, Schweiger A, Wennberg P. ISS observations offer insights into plant function. Nature Ecology & Evolution. 2017 June 22; 1: 0194. DOI: 10.1038/s41559-017-0194. | Klein V, Axelrad P. Advanced multipath modeling and validation for GPS onboard the International Space Station. Navigation - Journal of the Institute of Navigation. 2019 August; 66(3): 559-575. DOI: 10.1002/navi.327. | Oliveira PV, Zhang X, Peterson B, Ometto JP. Using simulated GEDI waveforms to evaluate the effects of beam sensitivity and terrain slope on GEDI L2A relative height metrics over the Brazilian Amazon Forest. Science of Remote Sensing. 2023 June; 7: 100083. DOI: 10.1016/j.srs.2023.100083. | Cobb AR, Dommain R, Sukri RS, Metali F, Bookhagen B, Harvey CF, Tang H. Improved terrain estimation from spaceborne lidar in tropical peatlands using spatial filtering. Science of Remote Sensing. 2023 June 1; 7: 100074. DOI: 10.1016/j.srs.2022.100074. | Kashongwe HB, Roy DP, Skole DL. Examination of the amount of GEDI data required to characterize central Africa tropical forest aboveground biomass at REDD+ project scale in Mai Ndombe province. Science of Remote Sensing. 2023 June 1; 7: 100091. DOI: 10.1016/j.srs.2023.100091. | Doughty CE, Gaillard C, Burns P, Malhi Y, Shenkin A, Minor DM, Duncanson L, Aguirre-Gutierrez J, Goetz S, Tang H. Satellite derived trait data slightly improves tropical forest biomass, NPP and GPP estimates. Journal of Geophysical Research- Biogeosciences. 2024 July; 129(7): e2024JG008108. DOI: 10.1029/2024JG008108. | Tamiminia H, Salehi B, Mahdianpari M, Goulden T. State-wide forest canopy height and aboveground biomass map for New York with 10 m resolution, integrating GEDI, Sentinel-1, and Sentinel-2 data. Ecological Informatics. 2024 March; 79: 102404. DOI: 10.1016/j.ecoinf.2023.102404. | Cushman KC, Armston J, Dubayah R, Duncanson L, Hancock S, Janik D, Kral K, Krucek M, Minor DM, Tang H, Kellner JR. Impact of leaf phenology on estimates of aboveground biomass density in a deciduous broadleaf forest from simulated Global Ecosystem Dynamics Investigation (GEDI) lidar. Environmental Research Letters. 2023 June 2; 18(6): 065009. DOI: 10.1088/1748-9326/acd2ec. | Dubayah R, Armston J, Healey S, Bruening JM, Patterson PL, Kellner JR, Duncanson L, Saarela S, Stahl G, Yang Z, Tang H, Johnston BF, Fatoyinbo L, Goetz S, Hancock S, Hansen M, Hofton M, Hurtt G, Luthcke S. GEDI launches a new era of biomass inference from space. Environmental Research Letters. 2022 August; 17(9): 095001. DOI: 10.1088/1748-9326/ac8694. | Oliveira PV, Zhang X. Upper canopy and understory phenology of Brazilian Amazon forests seen by GEDI lasers. Environmental Research Letters. 2025 March 21; 20(4): 044015. DOI: 10.1088/1748-9326/adbfad. | Wang Y, Long D, Li X. High-temporal-resolution monitoring of reservoir water storage of the Lancang-Mekong River. Remote Sensing of Environment. 2023 July 1; 292: 113575. DOI: 10.1016/j.rse.2023.113575. | Wang Y, Fang H, Zhang Y, Li S, Pang Y, Ma T, Li Y. Retrieval and validation of vertical LAI profile derived from airborne and spaceborne LiDAR data at a deciduous needleleaf forest site. GIScience & Remote Sensing. 2023 December 31; 60(1): 2214987. DOI: 10.1080/15481603.2023.2214987. | Ngo Y, Ho Tong Minh D, Baghdadi N, Fayad I. Tropical forest top height by GEDI: From sparse coverage to continuous data. Remote Sensing. 2023 February 10; 15(4): 975. DOI: 10.3390/rs15040975.",Ralph Dubayah,"University of Maryland, College Park, MD, United States",Ralph Dubayah; J. Blair; Scott Goetz,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-GEMATOLOGIA-HAEMATOLOGY,Study of Morphofunctional Properties of Blood Cells and Intensity of Erythropoiesis in Humans Subjected to Spaceflight Factors (Gematologiya),,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Human Research,"ISS Expedition 9, 10, 11, 12, 13",,6,"Ivanova SM, Morukov BV, Labetskaya OI, Yarlikova YV, Levina AA, Shishkanova ZG. Red Blood of Cosmonauts During Missions Aboard the International Space Station (ISS). Human Physiology. 2010 December 24; 36(7): 877-881. DOI: 10.1134/S0362119710070236. | Morukov BV, Ivanova SM, Maksimov GV, Yarlikova YV, Labetskaya OI, Luneva OG, Maksimova NV, Brazhe NA, Bryzgalova NY, Parshina EY, Nemirovskaya TL. Investigation of the fluidity and permeability of human erythrocyte plasma membrane and the efficacy of oxygen transfer by hemoglobin during rehabilitation period after space flight. Journal of Gravitational Physiology. 2006; 13(1): 139-141. | Grigoriev AI, Ivanova SM, Morukov BV, Maksimov GV. Development of Cell Hypoxia Induced by Factors of Long-term Spaceflight. Doklady Biochemistry and Biophysics. 2008; 422: 308-311. DOI: 10.1134/S1607672908050141. | Ivanova SM, Brazhe NA, Luneva OG, Yarlikova YV, Labetskaya OI, Parshina EY, Baizhumanov AA, Maksimov GV, Morukov BV. Physical-chemical Properties of Plasma Membrane and Function of Erythrocytes of Cosmonauts After Long-term Space Flight. Acta Astronautica. 2011; 68: 1517-1522. DOI: 10.1016/j.actaastro.2010.06.046. | Ivanova SM, Morukov BV, Labetskaya OI, Yarlikova YV, Levina AA, Kozinets GI. Morphobiochemical research on the red blood cell system in primary crewmembers on the International Space Station. Aviakosmicheskaia i Ekologicheskaia Meditsina (Aerospace and Environmental Medicine). 2006; 40(3): 9-16. | Ivanova SM, Maksimov GV, Morukov BV, Yarlikova YV, Labetskaya OI, Luneva OG, Maksimova NV, Brazhe NA, Bryzgalova NY, Parshina EY. Role of the Elasticity and Permeability of the Plasma Membrane of Erythrocytes in Regulating the Effectiveness of Hemoglobin Oxygen Transport in Humans after Completion of a Spaceflight. Aviakosmicheskaia i Ekologicheskaia Meditsina (Aerospace and Environmental Medicine). 2007; 41(2): 41-44.",S Ivanova,,S Ivanova,,https://www.nasa.gov/mission/station/research-explorer/
